lemma	pos	count
kalvadosas	N	330
kojotas	N	330
Kusienė	Ns	330
Kuzminskis	Ns	330
lanolinas	N	330
lateksinis	A	330
Leščinskaitė	Ns	330
Liteksas	Np	330
Marozaitė	Ns	330
mastektomija	N	330
Matijošius	Ns	330
neatsikelti	V	330
nebekovoti	V	330
nedvelkti	V	330
neįrėminti	V	330
nenušienauti	V	330
nenustumti	V	330
netyčiukas	N	330
neturtėlis	N	330
nitridas	N	330
oposumas	N	330
palinkimas	N	330
pasideginti	V	330
pjausnys	N	330
Rafanavičienė	Ns	330
rudakis	A	330
Salvija	Nf	330
Šidiškis	Ns	330
Šukevičius	Ns	330
surdopedagogas	N	330
svetimavimas	N	330
Vosiliškis	Ng	330
Žiaugra	Ns	330
Žiogaitė	Ns	330
Žostautas	Ns	330
aklagatvis	N	329
aklė	N	329
altininkas	N	329
anglėti	V	329
apkramtyti	V	329
biglis	N	329
Čiukšytė	Ns	329
defliacinis	A	329
Dvariškytė	Ns	329
Elnys	Ng	329
estafetinis	A	329
frau	N	329
Grikštas	Ns	329
Gvidonas	Nf	329
Havras	Ng	329
hinduizmas	N	329
išgliaudyti	V	329
išrišti	V	329
įvyniojimas	N	329
Jasiuliškiai	Ng	329
Karbauskienė	Ns	329
kartinti	V	329
Kaučikas	Ns	329
Krumpliauskas	Ns	329
Lendraitis	Ns	329
matavimasis	N	329
Mažuika	Ns	329
Mieliauskas	Ns	329
negrė	N	329
neiškepti	V	329
neišplatinti	V	329
Neliupšienė	Ns	329
nešildymas	N	329
neužauginti	V	329
Noreikiai	Ng	329
ortodoksinis	A	329
pagriežtinti	V	329
pamokslavimas	N	329
Petrosianas	Ns	329
praktikumas	N	329
profaniškas	A	329
Rudiliai	Ng	329
Šaukštelis	Ns	329
Šaulienė	Ns	329
Siurbytė	Ns	329
Skablauskaitė	Ns	329
šlamesys	N	329
Stanevičiūtė	Ns	329
Stoškuvienė	Ns	329
sudygimas	N	329
susikooperuoti	V	329
suskystėti	V	329
teigiamybė	N	329
tripsas	N	329
trofėjinis	A	329
urogenitalinis	A	329
Zakalskis	Ns	329
Akra	Ng	328
alksninis	A	328
antrokė	N	328
dideliai	R	328
Dionyzas	Nf	328
flegmatikas	N	328
Gilučiai	Ng	328
girtuoklėlis	N	328
hipnotizuotojas	N	328
išplėtojimas	N	328
kainininkas	N	328
kikenimas	N	328
Kindziulis	Ns	328
Kindziulis	Nf	328
Koganas	Ns	328
kranininkas	N	328
kuždesys	N	328
Luanda	Ng	328
lukterti	V	328
mulčias	N	328
Naujūnaitė	Ns	328
Navasaitis	Ns	328
nekonkuravimas	N	328
nesudužti	V	328
neuralgija	N	328
Petrinės	Np	328
pienvežis	N	328
Pnompenis	Ng	328
popdainininkas	N	328
prasiplauti	V	328
Radžiūnai	Ng	328
sekuliarizuoti	V	328
slėgtis	V	328
Smurgainys	Ng	328
sodininkė	N	328
Spilbergas	Ns	328
Tarava	Ng	328
tęstumas	N	328
Vaišniūnai	Ng	328
vėjovarta	N	328
Žakevičius	Ns	328
Zola	Ns	328
žudikiškas	A	328
Andriukaitienė	Ns	327
apnešti	V	327
atipinis	A	327
Bakučionis	Ns	327
Baltstogė	Ng	327
besireklamuoti	V	327
bismutas	N	327
breketas	N	327
burnotis	N	327
Čekauskas	Ns	327
Čėsnaitė	Ns	327
Česukai	Ng	327
dempinguoti	V	327
dikcija	N	327
globalizavimas	N	327
gražbyliauti	V	327
Gutenbergas	Ns	327
hidroterminis	A	327
imunizacija	N	327
IPT	Y	327
Jonutytė	Ns	327
Jurkonytė	Ns	327
Kazilionis	Ns	327
kulšis	N	327
Kurpienė	Ns	327
kvailutė	N	327
LLTI	Y	327
Mackevičiūtė	Ns	327
Mituzas	Ns	327
nedidinimas	N	327
nekaitinti	V	327
nemegzti	V	327
nenumarinti	V	327
nusmelkti	V	327
pasinervinti	V	327
perdegimas	N	327
piruetas	N	327
prosenis	N	327
puskvailis	N	327
Raudonytė	Ns	327
rūkorė	N	327
šalvis	N	327
satanistinis	A	327
savanoriavimas	N	327
simbolistinis	A	327
Stanevičienė	Ns	327
statytoja	N	327
Strazdaitė	Ns	327
telemetrija	N	327
tesaugoti	V	327
Tyrelis	Ng	327
Tornau	Ns	327
Trinka	Ns	327
Užkalniai	Ng	327
Užtrakis	Ng	327
vienuolikametė	N	327
Vilčinskaitė	Ns	327
Viniarskaitė	Ns	327
vylingas	A	327
Zavaliauskas	Ns	327
žydrynė	N	327
adytis	V	326
agrotechninis	A	326
akronimas	N	326
Angelija	Nf	326
Batutis	Ns	326
Blinstrubiškiai	Ng	326
Damušytė	Ns	326
esparcetas	N	326
fatališkai	R	326
frigidiškas	A	326
garliaviškė	N	326
hipokampas	N	326
Kašėtienė	Ns	326
kiaukutas	N	326
koncentrinis	A	326
lepinimas	N	326
Linkevičiūtė	Ns	326
Mankevičius	Ns	326
Meškis	Ns	326
Mikutėnas	Ns	326
mygti	V	326
Mostiškės	Ng	326
neapmokėjimas	N	326
nebepavojingas	A	326
negriežti	V	326
Neimanas	Ns	326
neįžengiamas	A	326
nelygiai	R	326
nepasisekimas	N	326
nesilankstyti	V	326
nugarinti	V	326
Oniūnas	Ns	326
paketinis	A	326
pašiltinti	V	326
prastėjimas	N	326
psichofiziologinis	A	326
retinolis	N	326
Sakalinė	Ng	326
Samprasas	Ns	326
smailianosis	A	326
sopulingas	A	326
Staliūnienė	Ns	326
straubliukas	N	326
šunažolė	N	326
suūžti	V	326
treniravimasis	N	326
Vaičaitienė	Ns	326
vištaitė	N	326
Zemeckis	Ns	326
atlasinis	A	325
bangolaužis	N	325
bariukas	N	325
bekompromisinis	A	325
besišlaistyti	V	325
Binkys	Ns	325
didžiavimasis	N	325
disulfidas	N	325
Drungytė	Ns	325
fermentavimas	N	325
gandonešis	N	325
Girčius	Ns	325
gurguolė	N	325
Gurkšnys	Ns	325
Ilzenbergas	Ng	325
inteligentiškumas	N	325
irstytis	V	325
išlydėjimas	N	325
išmirimas	N	325
jaudinimasis	N	325
kepurinis	A	325
Kvieskienė	Ns	325
maksimizuoti	V	325
mazginis	A	325
Naujikas	Ns	325
neapsiimti	V	325
nefropatija	N	325
neiškeliauti	V	325
neįtariai	R	325
nenudėvėti	V	325
nepašalinimas	N	325
neprieštaravimas	N	325
Onytė	Nf	325
parsidavimas	N	325
Pašakarnis	Ns	325
Pečkuvienė	Ns	325
peritoninis	A	325
prisikurti	V	325
recenzavimas	N	325
sausokas	A	325
sėdomis	R	325
septynmylis	A	325
ševronas	N	325
Simanavičienė	Ns	325
Šlajus	Ns	325
slenkstinis	A	325
SNO	Y	325
Strėvininkai	Ng	325
Švetkauskas	Ns	325
trečiokė	N	325
Tutlys	Ns	325
UTB	Y	325
veršiavimasis	N	325
vertintoja	N	325
voverytė	N	325
Žalpiai	Ng	325
antihistamininis	A	324
arklėnas	N	324
arlekinas	N	324
asambliažas	N	324
asketizmas	N	324
aštuoniolikametis	N	324
autoremontas	N	324
Babičius	Ns	324
Baginskas	Ns	324
Barisas	Ns	324
Bytautaitė	Ns	324
Daunytė	Ns	324
dispersinis	A	324
enteritas	N	324
ešafotas	N	324
fleitininkė	N	324
Gembutienė	Ns	324
gnybti	V	324
Griciūnienė	Ns	324
Hazanavicius	Ns	324
įgalėti	V	324
įsigilinimas	N	324
islandiškas	A	324
jugendas	N	324
Kačergis	Ns	324
kankinamai	R	324
kašalotas	N	324
Kleboniškiai	Ng	324
kvailiukas	A	324
maldingumas	N	324
Merkienė	Ns	324
neapgadinti	V	324
nebesistengti	V	324
negluminti	V	324
neištrūkti	V	324
nesveikinti	V	324
nevidonas	N	324
Norkuvienė	Ns	324
Packevičius	Ns	324
pakoncertuoti	V	324
pentanas	N	324
Pievėnai	Ng	324
pliktelti	V	324
pramanus	A	324
pravalgymas	N	324
rankraštynas	N	324
reinvesticija	N	324
remarka	N	324
rėžinis	A	324
sėklalizdis	N	324
septintadalis	N	324
septintadalis	M	324
Shimkus	Ns	324
Stasius	Ns	324
TMI	Y	324
trinaris	A	324
tvinksnis	N	324
uosynas	N	324
vartymas	N	324
videomagnetofonas	N	324
Vidsodis	Ng	324
XXXIII	M	324
Zalanskaitė	Ns	324
Žūkas	Ns	324
apipelyti	V	323
atsivėsinti	V	323
atvesdinimas	N	323
baliustrada	N	323
Beržėnai	Ng	323
besivienyti	V	323
Bikulčius	Ns	323
Brunza	Ns	323
Čelkis	Ns	323
Depardjė	Ns	323
dvokus	A	323
elementariai	R	323
geoinformatika	N	323
Girštautas	Ns	323
Grilauskas	Ns	323
Gudkaimis	Ng	323
hidrazinas	N	323
hipotenzija	N	323
įgaubti	V	323
įsirausti	V	323
Joskaudaitė	Ns	323
kadagynas	N	323
katechetika	N	323
kiškienė	N	323
Kiškienė	Ns	323
Kliševičius	Ns	323
Kudzmanaitė	Ns	323
lukterėti	V	323
mąsliai	R	323
mažeikietė	N	323
neįskaitomas	A	323
nesiklijuoti	V	323
nesiteirauti	V	323
neužsimiršti	V	323
nugalėjimas	N	323
nuskurdimas	N	323
Orvelas	Ns	323
pagoda	N	323
pakartojamumas	N	323
pasnyguriuoti	V	323
pavardinti	V	323
persišaldymas	N	323
Petrutė	Nf	323
plonumas	N	323
prasismelkti	V	323
Prinsipė	Ng	323
pupulis	N	323
pupuliukas	N	323
raizginys	N	323
Rybkinas	Ns	323
Rūdė	Ns	323
Ruokis	Ns	323
sąauga	N	323
sanuotojas	N	323
Šarakauskienė	Ns	323
sijonuotas	A	323
šnaresys	N	323
stuomuo	N	323
sugestija	N	323
sūkuriuoti	V	323
tarpgentinis	A	323
tikybinis	A	323
Trukšinas	Ns	323
Udrienė	Ns	323
Valvonis	Ns	323
Zadneprovskienė	Ns	323
Akavickienė	Ns	322
ansamblietis	N	322
apšerkšnyti	V	322
aukšlė	N	322
autochtonas	N	322
besivaidyti	V	322
Blaževičienė	Ns	322
Čeponienė	Ns	322
cypauti	V	322
delikatesinis	A	322
dermatologija	N	322
Drigotas	Ns	322
EPI	Y	322
Girnikai	Ng	322
Grabštas	Ns	322
graduoti	V	322
jonizacija	N	322
Juodelienė	Ns	322
Kamarūnas	Ns	322
karklinis	A	322
Komarovskis	Ns	322
komediantas	N	322
Kupčinskienė	Ns	322
Liugienė	Ns	322
mažytis	N	322
nebepakęsti	V	322
nekramtyti	V	322
nesugrėbti	V	322
niauktis	V	322
nuduoti	V	322
Pajiesys	Ng	322
pasibaidyti	V	322
Pekeris	Ns	322
plekšnoti	V	322
plūdrus	A	322
portretistas	N	322
praplatėti	V	322
Ptakauskas	Ns	322
punktyrinis	A	322
Reznikas	Ns	322
rumuniškas	A	322
skrudintuvas	N	322
Skuja	Ns	322
skuja	N	322
Šleinys	Ns	322
šmurkštelti	V	322
Srėbalienė	Ns	322
susekamumas	N	322
tarpląstelinis	A	322
tesuprasti	V	322
tolygumas	N	322
trombonininkas	N	322
užsiblokuoti	V	322
užsinerti	V	322
varpiniai	N	322
Zbarauskas	Ns	322
žnaibyti	V	322
Andriulionis	Ns	321
aplaižyti	V	321
Atatiurkas	Ns	321
atbukinti	V	321
atpirkėja	N	321
atsisijoti	V	321
batraištis	N	321
bipolinis	A	321
Biriukovas	Ns	321
blogti	V	321
daugiabriaunis	A	321
drumstėti	V	321
duoninis	A	321
emigracinis	A	321
Esprit	Np	321
Florentina	Nf	321
gaudytoja	N	321
Gavrilovas	Ns	321
hidridas	N	321
Jaruševičienė	Ns	321
kalvinizmas	N	321
Lakštutis	Ns	321
melioravimas	N	321
mėlynžiedis	A	321
miokarditas	N	321
monstriškas	A	321
neblaiviai	R	321
neišsimokėti	V	321
neištempti	V	321
nenustatinėti	V	321
nepurkšti	V	321
numizmatas	N	321
Pajarskienė	Ns	321
pasiuvimas	N	321
Pelys	Ns	321
Peloponesas	Ng	321
prikišamai	R	321
priploti	V	321
progresyviai	R	321
propikonazolas	N	321
Raimunda	Nf	321
raukšlėtis	V	321
Repšienė	Ns	321
segmentinis	A	321
Servantesas	Ns	321
Siera	Ng	321
Škarnulis	Ns	321
skląstis	N	321
Skopas	Ns	321
slėgimas	N	321
sliduma	N	321
storymė	N	321
subruzti	V	321
tarpgalaktinis	A	321
tebetęsti	V	321
Timofejeva	Ns	321
tropas	N	321
Tučkutė	Ns	321
tvankuma	N	321
užbarikaduoti	V	321
užgirsti	V	321
Vanuatu	Ng	321
vištgaidis	N	321
Žebrauskienė	Ns	321
Žilionienė	Ns	321
Živatkauskas	Ns	321
aliejingas	A	320
anekdotiškas	A	320
Armalienė	Ns	320
atlėpti	V	320
Babenskas	Ns	320
Banevičiūtė	Ns	320
bedieviškas	A	320
blikas	N	320
bumbsėti	V	320
Davidavičius	Ns	320
depozitorius	N	320
Dievogala	Ng	320
eleksyras	N	320
Gimbickas	Ns	320
greitosiomis	R	320
ilgauodegis	A	320
Jazbutis	Ns	320
Juodeikienė	Ns	320
Kalevas	Np	320
Kernius	Nf	320
keršulis	N	320
Kiauleikis	Ns	320
kišt	O	320
kortikosteroidas	N	320
Kratiškiai	Ng	320
krituolis	N	320
laiptuotas	A	320
Lavera	Np	320
Lavinskas	Ns	320
Magdė	Nf	320
Mesonis	Ns	320
nailoninis	A	320
nebeįsileisti	V	320
nedėmesingas	A	320
neprieštaringas	A	320
neprogresuoti	V	320
nesusigadinti	V	320
neužkliudyti	V	320
nevartyti	V	320
pakštelti	V	320
performavimas	N	320
Plikiai	Ng	320
Plikiškiai	Ng	320
plokščiapėdystė	N	320
prisikvėpuoti	V	320
prognozuotoja	N	320
Rachlevičiūtė	Ns	320
regentas	N	320
reinvestavimas	N	320
Samaranchas	Ns	320
sausakimšai	R	320
Šimelis	Ns	320
suaugėlis	N	320
suloti	V	320
trypčiojimas	N	320
tuvis	N	320
Ulinauskas	Ns	320
užupietis	N	320
Verebiejai	Ng	320
vilgyti	V	320
Virbališkė	Ng	320
Žernys	Ns	320
žinotis	V	320
Zoluba	Ns	320
Žuolys	Ns	320
Agamemnonas	Nf	319
apibraukti	V	319
aritmetiškai	R	319
Arlaviškės	Ng	319
aspartamas	N	319
Audrutė	Nf	319
autokranas	N	319
Auželis	Ns	319
Baltuonis	Ns	319
besigailėti	V	319
brantas	N	319
Brantas	Ns	319
briedžiukas	N	319
dezorganizavimas	N	319
Dievuliau	I	319
dilimas	N	319
Diogenas	Nf	319
Dumašius	Ns	319
eidinėti	V	319
endospermas	N	319
Ginė	Nf	319
ilgintuvas	N	319
išdvėsti	V	319
įstaigėlė	N	319
keratinas	N	319
Kontrimavičiūtė	Ns	319
LŠF	Y	319
Maikštėnas	Ns	319
Masys	Ns	319
mikroelektronika	N	319
nacė	N	319
neapversti	V	319
nebeišduoti	V	319
neišlošti	V	319
neklystamumas	N	319
nesiveisti	V	319
nunešimas	N	319
pagudrauti	V	319
pasimaitinti	V	319
pasislinkimas	N	319
Petropavlovskas	Ng	319
plonybė	N	319
Poškaitė	Ns	319
Pučinskienė	Ns	319
raugerškis	N	319
reiškėja	N	319
Renčys	Ns	319
rudagalvis	A	319
rustas	N	319
simuliacinis	A	319
Skirius	Ns	319
suaugimas	N	319
susijaukti	V	319
tebetvyroti	V	319
užsistoti	V	319
Valantiejūtė	Ns	319
Višinskas	Ns	319
vislumas	N	319
Wilkinson	Np	319
Znutienė	Ns	319
adv.	Y	318
alelis	N	318
antižydiškas	A	318
apsikrikštyti	V	318
borgesas	N	318
Budriūnaitė	Ns	318
Būginiai	Ng	318
Daugirdienė	Ns	318
draskymas	N	318
dvieilis	N	318
Dziskienė	Ns	318
fuksija	N	318
glamžyti	V	318
iškaršti	V	318
Judickaitė	Ns	318
Juodienė	Ns	318
Kajutytė	Ns	318
Kanišauskaitė	Ns	318
Klusas	Nf	318
kolegiškai	R	318
kreozotas	N	318
landšaftinis	A	318
LPA	Y	318
luobas	N	318
molinukas	N	318
neaktyviai	R	318
neatskristi	V	318
nebeįleisti	V	318
nebesinaudoti	V	318
neįlįsti	V	318
nepadirbti	V	318
nepalaiminti	V	318
nepasivyti	V	318
nesimaivyti	V	318
paleolitas	N	318
pasiganyti	V	318
Petrelis	Ns	318
pneumokokinis	A	318
prisiristi	V	318
sielis	N	318
Šileikaitė	Ns	318
šiurkštokas	A	318
Skaudas	Ns	318
srautinis	A	318
Stanienė	Ns	318
Tunkevičius	Ns	318
Valatkevičienė	Ns	318
Valkiūnienė	Ns	318
Vingininkai	Ng	318
Almanta	Nf	317
Alpina	Np	317
Ananka	Ns	317
Apulija	Nf	317
ardytojas	N	317
autoatsakiklis	N	317
balioninis	A	317
brolytis	N	317
Čiapienė	Ns	317
diferencijuotis	V	317
filmuotoja	N	317
Galgiai	Ng	317
Genutis	Ns	317
glaudumas	N	317
hipsteris	N	317
Huntingtonas	N	317
įgeidus	A	317
Ignatjevas	Ns	317
Jokimas	Ns	317
Klykoliai	Ng	317
koketavimas	N	317
konsignacija	N	317
kvaištelėti	V	317
Mariukas	Nf	317
mažintis	V	317
metioninas	N	317
miraklis	N	317
neaprobuoti	V	317
nebepretenduoti	V	317
neestetiškai	R	317
neištiesti	V	317
nesidažyti	V	317
nesilaukti	V	317
neslaptas	A	317
nesusilpninti	V	317
nežvilgtelti	V	317
nuosėdinis	A	317
pasimušti	V	317
pavyzdėlis	N	317
pernešėjas	N	317
pervaryti	V	317
Pliauga	Ns	317
privalgyti	V	317
purvynė	N	317
šaltekšnis	N	317
sermėga	N	317
siaurinimas	N	317
Šiukšta	Ns	317
stirenas	N	317
storžievis	N	317
Ubartaitė	Ns	317
uodegytė	N	317
vakuoti	V	317
Valiukonis	Ns	317
Verseckaitė	Ns	317
Žalpienė	Ns	317
žmonėtis	V	317
azijinis	A	316
Bedugnis	Ng	316
Biblija	Np	316
Bobianskienė	Ns	316
chemoterapinis	A	316
chtoniškas	A	316
dominija	N	316
eretiškas	A	316
furnitūra	N	316
Gutienė	Ns	316
iltinis	A	316
išgaubtas	A	316
Jokimas	Nf	316
kamertonas	N	316
Karlovičius	Ns	316
Kaufmanas	Ns	316
kaulėti	V	316
korintietis	N	316
mandolina	N	316
Minaičiai	Ng	316
Mininienė	Ns	316
monochrominis	A	316
Morozovaitė	Ns	316
nasturta	N	316
neatakuoti	V	316
neplūsti	V	316
nesidangstyti	V	316
neužgriūti	V	316
nuskalauti	V	316
oksidatorius	N	316
paplakti	V	316
Paslauskas	Ns	316
paspartinimas	N	316
Pelis	Ns	316
perklijuoti	V	316
Plotnikovas	Ns	316
poliarimetras	N	316
prasisunkti	V	316
ragautojas	N	316
Robsonas	Ns	316
Šemetienė	Ns	316
sinkretizmas	N	316
skausti	V	316
spazminis	A	316
sruventi	V	316
stiklainiukas	N	316
susilankstyti	V	316
takažolė	N	316
trąšus	A	316
Vagrys	Ns	316
vapalioti	V	316
Vilhelma	Nf	316
Vilka	Ng	316
Virbalas	Ns	316
žygiavimas	N	316
Zubė	Ns	316
alpinistė	N	315
antisisteminis	A	315
antkaklė	N	315
badmiriauti	V	315
Bajarūnaitė	Ns	315
Baltuškaitė	Ns	315
beždžioniukas	N	315
Binkauskas	Ns	315
biosintezė	N	315
Buika	Ns	315
Čepulienė	Ns	315
citotoksinis	A	315
Damauskas	Ns	315
druskinas	A	315
dviraidis	N	315
erdvumas	N	315
fotoklubas	N	315
Gelgotienė	Ns	315
geraširdiškai	R	315
Grefas	Ns	315
gruodas	N	315
Hempšyras	Ng	315
Ivaška	Ns	315
Juza	Nf	315
kiauryminis	A	315
Leidenas	Ng	315
Malcys	Ns	315
nelošti	V	315
neprojektuoti	V	315
nerealistiškas	A	315
nespinduliuoti	V	315
neūkiškai	R	315
niobis	N	315
palaidumas	N	315
Palaikis	Ng	315
parketinis	A	315
pedantas	N	315
Peleckienė	Ns	315
plaikstyti	V	315
portjera	N	315
prastinti	V	315
Pribišauskaitė	Ns	315
Radionovas	Ns	315
Šadeikis	Ns	315
Šimulynaitė	Ns	315
Slatvickis	Ns	315
šlubis	N	315
spaudykla	N	315
statumas	N	315
sueiliuoti	V	315
sulašinti	V	315
sumuštinukas	N	315
superherojė	N	315
sutelktumas	N	315
Sutkaitienė	Ns	315
vaduotoja	N	315
Vainiūnaitė	Ns	315
vežėja	N	315
apkrikštyti	V	314
bėginėti	V	314
Bradesiai	Ng	314
dalytojas	N	314
degustatorius	N	314
ekstremalumas	N	314
Fernanda	Nf	314
forminis	A	314
frazeologizmas	N	314
Gailiūtė	Ns	314
Galiauskienė	Ns	314
galvažudė	N	314
Gascevičius	Ns	314
gembė	N	314
Gendrutis	Nf	314
gigantomanija	N	314
Gineitis	Ns	314
Girmantas	Nf	314
gyvybiškas	A	314
gracingai	R	314
įmitimas	N	314
įtekėjimas	N	314
Ivanovienė	Ns	314
Jokūbaitienė	Ns	314
juostuotas	A	314
Juvencijus	Nf	314
Kirdeikytė	Ns	314
klaustrofobija	N	314
Kraucevičius	Ns	314
Lokė	Ng	314
Malžinskas	Ns	314
metamidofosas	N	314
miaukti	V	314
Mikienė	Ns	314
Miltenis	Ns	314
Nekrašius	Ns	314
nekritiškai	R	314
padrikti	V	314
paniurėlis	N	314
penkeriopas	A	314
Piekuras	Ns	314
plykstelėti	V	314
prasiskelti	V	314
prieverpstė	N	314
Prūsienė	Ns	314
revizavimas	N	314
skaitvardis	N	314
sritinis	A	314
tekus	A	314
tiaminas	N	314
ultranacionalistinis	A	314
Vaišnorienė	Ns	314
Vaišvilkas	Nf	314
Viešpatis	Np	314
agitatorė	N	313
akytumas	N	313
alavinis	A	313
Alčauskis	Ns	313
Alšys	Ns	313
atidaras	A	313
Atkočius	Ns	313
atsilenkti	V	313
atsimušinėti	V	313
atvažiavimas	N	313
atviravimas	N	313
Baka	Ng	313
barbarybė	N	313
Davidonis	Ns	313
degustavimas	N	313
Dovinė	Ng	313
elektrolitinis	A	313
elektromonteris	N	313
fak.	Y	313
Forex	Np	313
Gruzdiškė	Ng	313
guvernantė	N	313
ibis	N	313
išlūžti	V	313
ištirpyti	V	313
Jechanurovas	Ns	313
Kemalis	Nf	313
kiuris	N	313
komizmas	N	313
Kublinskas	Ns	313
kumarinas	N	313
Kurpavičius	Ns	313
Maculevičius	Ns	313
Misiulis	Ns	313
Nairanauskas	Ns	313
narciziškas	A	313
nebeklausti	V	313
nebučiuoti	V	313
neišsiplėsti	V	313
nemokytas	A	313
nesibrauti	V	313
nesupratingumas	N	313
neutralizacija	N	313
nevisprotė	N	313
nuplikimas	N	313
oksiranas	N	313
Ožkabaliai	Ng	313
Paršonis	Ns	313
pasikasti	V	313
persišauti	V	313
Piečaitis	Ns	313
prakiurdyti	V	313
pusapvalis	A	313
raižus	A	313
Ribikauskas	Ns	313
ropelė	N	313
Rozenbergas	Ns	313
Saria	Ng	313
serbiškas	A	313
šešiolikametė	N	313
Silicon	Np	313
skriaudikė	N	313
sluoksniuotis	V	313
streikininkas	N	313
trilitrinis	A	313
Ungulaitienė	Ns	313
vaidintoja	N	313
vilkligė	N	313
Vyzentalis	Ns	313
XXXII	M	313
Žadvainiai	Ng	313
Zasas	Ns	313
Želsva	Ng	313
Žioba	Ns	313
žvaigždinis	A	313
Alšauskas	Ns	312
apmatyti	V	312
ąsotėlis	N	312
atsidėkojimas	N	312
Bartkevičienė	Ns	312
Bašmetas	Ns	312
blizginimas	N	312
brūžinti	V	312
bukutis	N	312
Daugėlaičiai	Ng	312
depolitizavimas	N	312
diskontavimas	N	312
dorybingas	A	312
Dzen	Nf	312
fotoelektrinis	A	312
Greičiuvienė	Ns	312
Gubernija	Ng	312
Gubernija	Np	312
Gudelienė	Ns	312
hipertrofija	N	312
histaminas	N	312
Idzelis	Ns	312
induktyvus	A	312
kaktinis	A	312
Kalkis	Ns	312
Kašinskas	Ns	312
Kostinas	Ns	312
Mačiulaitienė	Ns	312
metodiškas	A	312
minavimas	N	312
nebeparduoti	V	312
nebesiskirti	V	312
neišsikapstyti	V	312
nelakus	A	312
nemokinti	V	312
neprestižinis	A	312
netikslingumas	N	312
neuroninis	A	312
niūrumas	N	312
nubyrėjimas	N	312
nuleistuvas	N	312
Orija	Ng	312
pačiuožinėti	V	312
pajudėjimas	N	312
pasivartyti	V	312
pirmučiausiai	R	312
polichromija	N	312
prel.	Y	312
preparuoti	V	312
purpuras	N	312
Rapas	Ns	312
REA	Y	312
rūgštinti	V	312
Rusakevičius	Ns	312
Sablauskiai	Ng	312
šampanizuoti	V	312
Satkauskienė	Ns	312
sviestuoti	V	312
triazinas	N	312
užraugti	V	312
Viliūnienė	Ns	312
visraktis	N	312
Vokietaitis	Ns	312
absentas	N	311
aerokosminis	A	311
Ališauskaitė	Ns	311
antikoaguliantas	N	311
apšnekėti	V	311
atskiriamas	A	311
autokelias	N	311
Balčytytė	Ns	311
bedantė	N	311
beteisė	N	311
džentelmeniškumas	N	311
faksograma	N	311
Fedaravičius	Ns	311
Filipovas	Ns	311
Gelumbauskas	Ns	311
Jočionys	Ng	311
Juodžiai	Ng	311
Juozapaitytė	Ns	311
kaldinimas	N	311
kiauksėti	V	311
klaidingumas	N	311
kodeinas	N	311
koklinis	A	311
Kostroma	Ng	311
kriterinis	A	311
ligtolinis	A	311
Maišiukas	Ns	311
Maldeniai	Ng	311
matuotojas	N	311
mažutėlė	N	311
Našlėnas	Ns	311
neišsigalvoti	V	311
netobulai	R	311
Obelija	Ng	311
oligopolinis	A	311
pakristi	V	311
paneuropinis	A	311
pašykštėti	V	311
pervirti	V	311
pražuvėlis	N	311
prisimeluoti	V	311
protmūšis	N	311
Ražanauskienė	Ns	311
rievėti	V	311
senbernaras	N	311
silantinis	A	311
Šilinas	Ns	311
skraidinimas	N	311
Šniaukšta	Ns	311
šokčioti	V	311
Soščekienė	Ns	311
spaudinėti	V	311
Suslovas	Ns	311
švelniaplaukis	A	311
Svobonas	Ns	311
Tamulynas	Ns	311
Užatlantė	Ng	311
užmaršus	A	311
užsipuolimas	N	311
vakaruškos	N	311
Valinčiūtė	Ns	311
Vidugiriai	Ng	311
vyšnaitė	N	311
Abraškevičius	Ns	310
aistruolė	N	310
akompanimentas	N	310
atvadas	N	310
Avietynas	Ns	310
bamblys	N	310
Bridžiai	Ng	310
Carisma	Np	310
Dirgėlaitė	Ns	310
favela	N	310
Gausas	Ns	310
Gėluva	Ng	310
Godelis	Ns	310
Gromovas	Ns	310
įskilimas	N	310
ištikšti	V	310
įžygiuoti	V	310
juodadarbė	N	310
Katilienė	Ns	310
lenkinimas	N	310
Lesotas	Ng	310
LŽŪBA	Y	310
Markauskienė	Ns	310
Masalskas	Ns	310
Michalina	Nf	310
naktinukas	N	310
neatsibusti	V	310
neatsidžiaugti	V	310
nebeįsivaizduoti	V	310
neišgauti	V	310
neišmokėjimas	N	310
nepasigirti	V	310
nepasirašymas	N	310
numetimas	N	310
nusikaltėliškas	A	310
Padegimaitė	Ns	310
padvejoti	V	310
Pankevičius	Ns	310
perkeldinti	V	310
persivesti	V	310
Petrikauskas	Ns	310
piretrinas	N	310
Poniškaitis	Ns	310
provizorė	N	310
reportažinis	A	310
šilima	N	310
skriaudimas	N	310
Strakšys	Ns	310
sudirgimas	N	310
sukepinti	V	310
Švambarienė	Ns	310
Teneniai	Ng	310
užsemti	V	310
valtorna	N	310
violončelininkė	N	310
Bardiškiai	Ng	309
Barnaulas	Ng	309
begalvoti	V	309
besišvaistyti	V	309
brydė	N	309
Daubiškiai	Ng	309
diodinis	A	309
eroduoti	V	309
Gabrėnas	Ns	309
galindai	N	309
geoekologinis	A	309
glėjinis	A	309
gub.	Y	309
Hukas	Ns	309
Infinity	Np	309
iškabinimas	N	309
iškasinėti	V	309
įvairiarūšis	A	309
kardiovaskulinis	A	309
klausėja	N	309
Kropaitė	Ns	309
ksenofobiškas	A	309
Kučikas	Ns	309
kumštelti	V	309
lojalistas	N	309
